_id,username,orderId,cartItems,totalPrice,paymentDetails,billingAddress.fullName,billingAddress.addressLine1,billingAddress.addressLine2,billingAddress.country,purchaseDate
,mmgeqbdb,E3wHJM3qDfBNhN,"[{'_id': 'i1fozhcrqe4c1svha66a1ygn', 'asin': 'IFPAM2M665', 'title': 'WEvymrPJdOuhbcvvkrvOcIppl', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 24.3, 'listPrice': 49.33, 'category_id': 7, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 92, 'reviews': []}, {'_id': 'k7ojh2ydym52mb9tjtjy7uqz', 'asin': 'Y6W37CG2IO', 'title': 'YPZDJVGlkBznbIDwbevzGyK', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.5, 'price': 88.73, 'listPrice': 11.28, 'category_id': 54, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 39, 'reviews': []}, {'_id': 'ktzqdlh7trygpccf8ouwxuj6', 'asin': 'B38J6Z3DJB', 'title': 'ygxcIJBZlnTwzruKsDmTIFaonOdSWcSOmIMa', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.6, 'price': 32.13, 'listPrice': 88.99, 'category_id': 41, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 31, 'reviews': []}, {'_id': 'n9wzb5ik6drcm38qbl24ixdy', 'asin': '813WLUCFZL', 'title': 'ACWz DopgblzJm', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.7, 'price': 81.41, 'listPrice': 30.45, 'category_id': 30, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 20, 'reviews': []}, {'_id': 'l3s8b222jxn0wivoegq2dset', 'asin': 'XG0JXMJRKC', 'title': 'wWx BMFiaGzPOEAKXRxELIvwSzfFOsNxQEqYgpu', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.8, 'price': 31.7, 'listPrice': 43.9, 'category_id': 3, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 40, 'reviews': []}]",426.32,370234446942934,rOudgmpeV,aKZBOIBWqWpewp,WwYwYTVmpqeC,Random Country,2023-03-07T00:00:00.000000+00:00
,vhbfjxvx,QOAmM6CD9ZsjNN,"[{'_id': '32c5aonbyt6e7qg85t2icsce', 'asin': 'D548YJHVPV', 'title': 'gb XSSBqFJQM', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 19.27, 'listPrice': 39.42, 'category_id': 53, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 47, 'reviews': []}, {'_id': '7n8t36xgr4ciwf4aa6i2xvbu', 'asin': 'ZVY44JLLEE', 'title': 'XLTuZJsguFxvtlKwUd', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.5, 'price': 18.42, 'listPrice': 2.4, 'category_id': 59, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 46, 'reviews': []}, {'_id': 'pfeg1sf7ys8gr0iafxkzw654', 'asin': 'OMYK7IAU50', 'title': 'ANuH DSYiGhFThQUlPFlWTe', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.5, 'price': 63.09, 'listPrice': 48.36, 'category_id': 86, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 89, 'reviews': []}, {'_id': 'wgkdh25zcifg54r1xtblxzb2', 'asin': 'A4LBXN3T29', 'title': 'gziGfHVkfVPvQ Gr', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 58.9, 'listPrice': 8.83, 'category_id': 56, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 82, 'reviews': []}, {'_id': '1h9ylve5dvk1kwa1jaw4emtp', 'asin': 'O1XJUUUVG5', 'title': 'TBAJYHkGFeCngQKzg', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.0, 'price': 56.23, 'listPrice': 105.49, 'category_id': 3, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 75, 'reviews': []}]",429.95,328436561161115,PzjAJyxeuKEa,V pMXjTPeqIIABKUJwWzP,GbiPQNaIrfsA,Random Country,2021-04-27T00:00:00.000000+00:00
,mxqbqawu,YK7nFloxgkFUyw,"[{'_id': 'efek7ui9uocpu3gxgks7emga', 'asin': 'DW1CUBHQNB', 'title': 'UTYMBPVgCtHgsErslaIrLxEGXYkKmhxqkgDiUnmNYaBXYc', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.3, 'price': 60.61, 'listPrice': 0.4, 'category_id': 60, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 31, 'reviews': []}, {'_id': 'm6z6p8vs51wonh05x4zhowy5', 'asin': 'LPH7HGW586', 'title': 'BhqmDlxglxqzmxgYygZEcsvyGdMNfEgNISvoqZCpXrBOxPdEq', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 24.08, 'listPrice': 25.68, 'category_id': 100, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 89, 'reviews': []}, {'_id': 'ekx0rgbky30888yirknssjyg', 'asin': '3TURGSN425', 'title': 'Yz okUyZLegbijnSEBn  wVtakkOTfXpx', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 28.57, 'listPrice': 6.3, 'category_id': 89, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 57, 'reviews': []}]",106.29,501342635676987,VmAFYNbxeneK,rNYCQHRgqBEskJkGla,isQoLXa weIqAuJ,Random Country,2024-02-10T00:00:00.000000+00:00
,wenyafdz,hwNXe1kUeW2CiH,"[{'_id': 'uyomdgo6f3nswlodlnfncrp8', 'asin': 'DZWJA600KY', 'title': 'ydqwD ombJskMrlXbbPuHoeotWPLNWrQdoGNbLUTkkRRF', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.3, 'price': 46.81, 'listPrice': 165.42, 'category_id': 17, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 77, 'reviews': []}, {'_id': '4ve27fgjgx8pkphhmn1ot5k3', 'asin': 'UQ9QKRGZVB', 'title': 'EduNZUOCRANCfWKMIkrLaoa', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.6, 'price': 28.35, 'listPrice': 163.14, 'category_id': 45, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 54, 'reviews': []}, {'_id': 'zl4biuoi9azs2ig8z801ppof', 'asin': '253T4UC3EA', 'title': 'YUhWehecrxdFUSbKqPeoshgZxe', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.4, 'price': 84.65, 'listPrice': 124.24, 'category_id': 79, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 1, 'reviews': []}, {'_id': 'rtn93wzxwnta1pq1zpmzwol7', 'asin': 'BWG9MLMN0B', 'title': 'AaBolJZPGHDBUxXHddhoCrDIokQMLc', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.0, 'price': 72.1, 'listPrice': 68.22, 'category_id': 60, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 41, 'reviews': []}, {'_id': 'eu9hu17czfs60y9ooee4tdqb', 'asin': 'ZHHJP1C54C', 'title': 'jEkSEhLNISKTTLcKaIuXk', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 17.68, 'listPrice': 78.88, 'category_id': 37, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 36, 'reviews': []}]",346.99,827873795329868, GuxMAtOIEJw,iuMWzRXASNMTpsUyfTVh,BzQANLXt,Random Country,2023-12-02T00:00:00.000000+00:00
,jkaplifp,wwxfw05gPlFmuh,"[{'_id': 'czcls10bxq6v2xqwvgr0ro2h', 'asin': 'HV8HWKK0ZW', 'title': 'bmaQqmtwDKOhxwtpHpRCTRhoklaUOcpGGCXHPOrENra', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.8, 'price': 92.53, 'listPrice': 193.33, 'category_id': 9, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 68, 'reviews': []}, {'_id': '6ghfdhkamdz1zekpahxdkj2q', 'asin': '1K4RTZ3BJF', 'title': 'bnAKuNoMdNohVvcKPNb', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.9, 'price': 18.54, 'listPrice': 50.69, 'category_id': 30, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 30, 'reviews': []}]",247.5,130452417942418,uoOGmg,DtlIcb dfJyWZadPANaaTCwRBbUQp,LrCo xCjBCma,Random Country,2022-01-30T00:00:00.000000+00:00
,ladzowge,dTJnKcseyCJXuw,"[{'_id': 'n2zov0gmgisykcgopi3mh63g', 'asin': 'EUCY35EFC7', 'title': 'eZOAOdsHchbFazOMKEFpsTlqDcdlBPQmJgAmZ LzDLv', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 68.95, 'listPrice': 27.04, 'category_id': 60, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 77, 'reviews': []}]",281.75,330804205767042,pldERKeIAPE,KaHKWGXaKIBsUmIcDtKVKAbn,rdBWHPNR KerEji,Random Country,2021-07-16T00:00:00.000000+00:00
,jzmemdgo,Nr3HOEAylNoc3x,"[{'_id': '8bjk5v3qkb7q6epcuxih431i', 'asin': 'ZRQQRNTM79', 'title': 'hzZgFNxXmiGhckxxclewmvABbTJ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.9, 'price': 93.63, 'listPrice': 165.75, 'category_id': 98, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 0, 'reviews': []}]",197.4,307407805892896,QSRQtdD,rXZBoTdWYexZLyIZXVm,gnBokc,Random Country,2022-11-22T00:00:00.000000+00:00
,fbvxqmqw,hphQJQ0JPmmyPR,"[{'_id': '193rlp1d2sp5urx28nuy62hz', 'asin': 'XZQLI49TNE', 'title': 'VGidwFezmRiOWSEWgOIlPnFU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 11.15, 'listPrice': 191.34, 'category_id': 73, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 14, 'reviews': []}]",382.99,285006575889847,aSgNAARrOXpNmVX,KzEfqQAIQcJkEZGdFTPvVCrviGvd,sDmOOTD,Random Country,2023-01-15T00:00:00.000000+00:00
,ywwtygnc,amP76NsYGmU4rW,"[{'_id': 'tcvxykdu93xbvrnbglouujuz', 'asin': '8Q3O79ODFC', 'title': 'CCzbrEBJAWUJbmDxlkuRykVKCVREpetUxroxthmGS', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.6, 'price': 57.18, 'listPrice': 145.03, 'category_id': 97, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 40, 'reviews': []}, {'_id': '0621cyhq4fq775hua2el7gy6', 'asin': '5GTHNCCU5N', 'title': 'HoOasORqyhQIXTb', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.9, 'price': 42.95, 'listPrice': 176.76, 'category_id': 52, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 72, 'reviews': []}, {'_id': 'jowc3f0dny65jg60wjk1a9lb', 'asin': 'Z0E9KOLLLI', 'title': 'IdNBNVQcxUrQQiLjIQfHgYHXRpHxldmrnVqHNQk', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.7, 'price': 79.46, 'listPrice': 22.42, 'category_id': 58, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 86, 'reviews': []}]",375.35,888785305439062,VFRQTjrUgxn,aGrjKxEcnuo,IKVwNwNAmRPXm,Random Country,2023-04-15T00:00:00.000000+00:00
,mywyiktc,P6D0xszHPMe7hr,"[{'_id': 'm9egczv2zwfbn63upa0cxmpr', 'asin': 'JUM8TOPNIT', 'title': 'xiZGTvQRtVbaojxx YrD', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 93.41, 'listPrice': 3.73, 'category_id': 1, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 46, 'reviews': []}]",170.66,803159554989049,YqplCENaxEeo,eoEeRGTUAlEHfbykU Oewt ,zzTFEoW,Random Country,2022-03-14T00:00:00.000000+00:00
,xtagfnww,69JsovCc6HKEey,"[{'_id': '66rlcvbj7e315yt2ucz1bg2o', 'asin': '7V93LYXZ75', 'title': 'WhGOcg lxk', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.9, 'price': 66.77, 'listPrice': 128.54, 'category_id': 26, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 30, 'reviews': []}]",116.67,863662973176195,g ojGBEFWdy ,sAlrDZwBNxo,gdMWWNWl,Random Country,2022-12-04T00:00:00.000000+00:00
,fliiocgd,PPKIJucJvuaOKj,"[{'_id': 'ncaz1vwtwbnrz0lwgijwa1fl', 'asin': 'UWB05QH49G', 'title': 'YaYROJEheJQDGe JlglREltKt cvJXz nKPyPAQqJzmgB ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.1, 'price': 18.22, 'listPrice': 147.97, 'category_id': 63, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 52, 'reviews': []}, {'_id': 'quihgv9xitr69qobeqwt7k3a', 'asin': 'XRLLF5WLJ5', 'title': 'xFEUPwR eXSGqRWWtYiGXMRObPGdnAtMIcQxy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.4, 'price': 50.63, 'listPrice': 18.8, 'category_id': 39, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 4, 'reviews': []}, {'_id': 'pfbqegz6sq283d7vr5yfgtg3', 'asin': 'OW0GBRI8YA', 'title': 'qYhVRTMqCAUjOd', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.7, 'price': 41.97, 'listPrice': 85.59, 'category_id': 78, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 9, 'reviews': []}, {'_id': 'ud1op60wef9fapxv9dgxjgqz', 'asin': 'GW130X6CUH', 'title': 'GrdodGwOURaxpfhLdzfzwc', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.0, 'price': 91.32, 'listPrice': 42.32, 'category_id': 18, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 62, 'reviews': []}, {'_id': 'fm3oakc6blht0qsxb7dethr9', 'asin': 'HBNK6KO5FP', 'title': 'WNwO DeCHGXndiRLhJCApYAbsbgkedyAGPChvORi', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.1, 'price': 87.54, 'listPrice': 6.69, 'category_id': 100, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 76, 'reviews': []}]",334.96,546601018664554,VLNgooxX,ABiAiUgyWR,oqzQkNnMx,Random Country,2022-05-14T00:00:00.000000+00:00
,lcktwego,uIoVyCcpIBNgnN,"[{'_id': 'lbupxzdy6mfav0u93runlt0h', 'asin': 'HFDH21RFXT', 'title': 'foJakuDg BgNMlK AOGqEUjAQjThxFPjj', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 35.01, 'listPrice': 43.45, 'category_id': 67, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 89, 'reviews': []}, {'_id': 'v8wznkttmayndkknwvhn2g5w', 'asin': '0EX1W0FDPQ', 'title': 'KdRvZSgHWSEfy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 30.96, 'listPrice': 128.66, 'category_id': 52, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 6, 'reviews': []}]",275.44,898589785388983,HkyMpKnXmSrk,YzDIbjrcib,sYINsqpDdA,Random Country,2023-06-18T00:00:00.000000+00:00
,zxsmfhba,ej82xAEgZFmHDN,"[{'_id': 'v7jbcjnf6i7xih69erwn594x', 'asin': 'SOICKLW1DG', 'title': 'xvoJsGeGAZwlnBzKAsAYMzCeQRKt', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.8, 'price': 61.65, 'listPrice': 12.67, 'category_id': 67, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 58, 'reviews': []}]",498.72,277329061996605,RBrAPVJ uwb,LBOPMAUvnXAfzxSBzicezCUzhNsG,AviwyQ,Random Country,2023-03-03T00:00:00.000000+00:00
,zzwgtkfh,wjoz6mXGbcsXXT,"[{'_id': '1x8e6e9fs3j3rw4hoeg7lsk1', 'asin': 'JQYAI1PY45', 'title': 'QlBzEQHlVgnTt', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.6, 'price': 46.6, 'listPrice': 128.32, 'category_id': 15, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 96, 'reviews': []}, {'_id': '1fl3oo3zrdbbmustggdou5m3', 'asin': 'AT7F24JZU2', 'title': 'UWmGashyiaVVPoaPK', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.7, 'price': 38.21, 'listPrice': 115.63, 'category_id': 10, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 90, 'reviews': []}, {'_id': '7n0rfzb17rxiyup343slh6qh', 'asin': 'NS53ZE51MO', 'title': 'IcjvHWhnza MZeQvKCGmcSBnvYpngPj zyAPCliwy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.0, 'price': 95.01, 'listPrice': 169.67, 'category_id': 68, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 44, 'reviews': []}, {'_id': 'axw01rdd6shk34vguwhm7x5p', 'asin': 'X0MDIKZ7D4', 'title': 'JqGTJHnWdejLSXkkzYdgV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 93.65, 'listPrice': 126.75, 'category_id': 44, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 42, 'reviews': []}]",405.96,138985511933932,MWiAKRoLZDAE,qpSiZjrDNeYyWLLNNXGZGYBiEricZ,kTOrgNRqLzQDbL,Random Country,2022-10-30T00:00:00.000000+00:00
,hbstwpga,Sj0uN5vHEvpyP7,"[{'_id': 'qkjdjsoc5i4fmuo2unakaicr', 'asin': 'KHWULCPA6X', 'title': 'WWbqwUmVXJrYjMwBP FqCUPOp', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.8, 'price': 69.21, 'listPrice': 101.66, 'category_id': 41, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 73, 'reviews': []}, {'_id': 'y9b5e6dsgnjn82h042sooepx', 'asin': 'A8J0C8R6LT', 'title': 'ulSrJmvOgGyXXPGJeKV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 65.16, 'listPrice': 83.8, 'category_id': 63, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 71, 'reviews': []}, {'_id': 'q0xl5bny38rc0rwpu2jmy671', 'asin': '5O15G7DR48', 'title': 'wbHnzcqCpULRKXriN', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 67.36, 'listPrice': 91.16, 'category_id': 26, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 66, 'reviews': []}]",198.64,409696749580778,QvpPo J,QlBeCBlmAySicDLA,QVzKW,Random Country,2022-04-05T00:00:00.000000+00:00
,icfoscre,OJ512BI94kkBwi,"[{'_id': 'xx1pqpbljwuadvk5cegz6srf', 'asin': '0Y5APF0738', 'title': 'OjegrLwVmLsVaForHCqndeLffxUCovNPPuqqpmSyFxuxGR', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.8, 'price': 37.53, 'listPrice': 61.04, 'category_id': 56, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 29, 'reviews': []}, {'_id': 'nuev8jev46wef1mj1st6oic1', 'asin': '4XNYTSDTG0', 'title': 'oYwtlbhKJas RTmoDvlWhOhCNJvEsU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.8, 'price': 85.75, 'listPrice': 18.77, 'category_id': 56, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 2, 'reviews': []}, {'_id': 'zu3pa23p7y9ntqww3e6mpj7r', 'asin': 'X486QNNAA6', 'title': 'zXUNrKCXxqIjGkEHhLEjLltqbvrciVZXpSBExawvvXFewflf', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.8, 'price': 92.4, 'listPrice': 0.79, 'category_id': 30, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 62, 'reviews': []}, {'_id': '7h7q9n8j3qcfhorswhug3zh6', 'asin': '4V221ZQR1F', 'title': 'QuDvObiRchUrbdgllOSzthldVumDMkQhqfHB', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.7, 'price': 25.66, 'listPrice': 62.14, 'category_id': 61, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 61, 'reviews': []}]",205.12,921528007219325,iOfpzGMxbOKPO ,HwgidmFJVHaRuYacknclfaNPTrGNKf,aJpJHiXmMuchk,Random Country,2021-06-08T00:00:00.000000+00:00
,ohrvrdyn,eY0OCGJSWIKrF4,"[{'_id': 'hlkeja8bna7i8esi6pj32w96', 'asin': 'EGR5U3KMXC', 'title': 'E MvFsOOER', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 17.7, 'listPrice': 140.42, 'category_id': 74, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 15, 'reviews': []}]",435.93,998313113493078,HWFlLTp,UiiAtLzLQWcrmLsEMIUXyFokHG,SlkNYh,Random Country,2023-06-26T00:00:00.000000+00:00
,alpjwmwp,YBKfenL9layIDA,"[{'_id': 'jinxjhqvmhty17ycn9a6kfb5', 'asin': 'CKVNX4F1F1', 'title': 'wvjnHvdUfAHFrUPGNVBdqQBgVuEyeXOTOnEEahlKAF u', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.5, 'price': 16.37, 'listPrice': 25.71, 'category_id': 76, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 94, 'reviews': []}]",389.06,181478072264375,IZdCYLexyPMCZQi,AMJZaCrbGsduXNSOKOaFVV,iuzdOJRnuZ,Random Country,2022-09-10T00:00:00.000000+00:00
,zkuodqbs,5zTpauV6MVWi7I,"[{'_id': 'zjt1ffs1xqqnjqvd3vo9igoo', 'asin': 'Y6GN1AM6RN', 'title': 'HMRghIhgYwGjRznKJ IQJngEPDTlFBBAizQOFVKL pKO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.8, 'price': 27.48, 'listPrice': 133.82, 'category_id': 75, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 47, 'reviews': []}, {'_id': 'ajnmrt5e097ivu5xreoxk6mv', 'asin': 'PMKFTCDCMC', 'title': ' NpuYTjtoFrSpzhtgyzulEoFDstenRDNvPHZWUNZnrw', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.4, 'price': 89.08, 'listPrice': 19.76, 'category_id': 12, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 100, 'reviews': []}, {'_id': '9t8930yzf0ddjeohfv61r0i1', 'asin': '8C8F6Y009W', 'title': 'lnjUskHXvjevKcnaDBebZoixgzvNRerRuMOWIh', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 14.06, 'listPrice': 193.38, 'category_id': 85, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 90, 'reviews': []}, {'_id': 'i2ykz4kdalpx89i8oq4kny38', 'asin': 'G2PXMD9FOV', 'title': 'DuxATzEJbwxhq QoFVOopfambqz', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 29.41, 'listPrice': 72.72, 'category_id': 39, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 6, 'reviews': []}]",373.37,174859474587431,oZvVmzBEUiHk,UXWAFhFFAyoMacCFkzEg,MDyRc,Random Country,2024-01-27T00:00:00.000000+00:00
,gusckovr,pFeWiqFsaGQP7o,"[{'_id': 'dy35vqk9k2zikq8p814nnj51', 'asin': 'QKTBZWPOOT', 'title': 'TSnOdBPfbbbF', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.8, 'price': 86.91, 'listPrice': 114.53, 'category_id': 18, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 54, 'reviews': []}]",303.59,405544014541289,huxyFmNtnlw,IJmTHLkcWvrn,oZAXopXgsWhb,Random Country,2024-05-02T00:00:00.000000+00:00
,aqjzhcse,6O67CuqG5OhwDJ,"[{'_id': 'lt366ni4h39tkm0ik3v9r5sp', 'asin': '4ZBWF8NE5A', 'title': 'cBDMqCzAmkMkoqcZRcBIRAwRNKh ORO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 92.84, 'listPrice': 10.51, 'category_id': 23, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 0, 'reviews': []}]",354.25,651718697607367,gRkSdpOgfvb,qfQcQCKxjDFlJMWKHy,rVPTSGL,Random Country,2023-03-18T00:00:00.000000+00:00
